2000,loopme.me,neither
3000,spotim.market,HTTPSonly
4000,hbs.edu,neither
5000,bhg.com,HTTPSonly
6000,worldstarhiphop.com,HTTPSonly
7000,huedatastore.com,neither
8000,tokyo-sports.co.jp,HTTPSonly
9000,988lifeline.org,HTTPSonly
10000,kolkataff.fun,HTTPSonly
11000,logitechg.com,HTTPSonly
12000,udemycdn.com,neither
13000,doh.pub,HTTPSonly
14000,dnse0.com,neither
15000,darkreading.com,HTTPSonly
16000,wadax-sv.jp,neither
17000,merckmanuals.com,HTTPSonly
18000,harpers.org,HTTPSonly
19000,4gamer.net,HTTPSonly
20000,mangatown.com,HTTPonly
21000,guardingvisionru.com,neither
22000,videos-zoofilia.com,HTTPSonly
23000,keonhacai5.top,HTTPSonly
24000,tobii.com,HTTPSonly
25000,routeviews.org,both
26000,wbez.org,HTTPSonly
27000,engie.fr,HTTPSonly
28000,acertb.com,HTTPSonly
29000,trinet.com,HTTPSonly
30000,incometaxgujarat.org,HTTPSonly
31000,monetizer101.com,both
32000,ast-innovation.ru,HTTPSonly
33000,fair.org,HTTPSonly
34000,enjin.com,HTTPSonly
35000,mttnow.com,both
36000,usm.my,neither
37000,tds.bid,HTTPSonly
38000,cradlepoint.com,HTTPSonly
39000,marketbusinessnews.com,HTTPSonly
40000,cloudplatform.fi,HTTPSonly
41000,plat.fi,neither
42000,sfist.com,HTTPSonly
43000,crossword-solver.io,HTTPSonly
44000,vfghe.com,neither
45000,chub.ai,HTTPSonly
46000,superteacherworksheets.com,HTTPSonly
47000,seaofthieves.com,HTTPSonly
48000,heownouncillor.com,neither
49000,mappls.com,HTTPSonly
50000,localsyr.com,HTTPSonly
51000,cybcode.net,neither
52000,mobil.com,HTTPSonly
53000,aroma-zone.com,HTTPSonly
54000,dailynayadiganta.com,HTTPSonly
55000,amplimed.com.br,HTTPSonly
56000,theyworkforyou.com,HTTPSonly
57000,ssi.com.vn,both
58000,wwewlxdako.net,neither
59000,paddypower.it,HTTPSonly
60000,clubessential.com,HTTPSonly
61000,buhl.de,HTTPSonly
62000,dattoweb.com,neither
63000,fiskerinc.com,HTTPSonly
64000,pawrade.com,HTTPSonly
65000,fuckhardclips.com,both
66000,flowsense.net,neither
67000,johnshopkins.edu,neither
68000,cibeg.com,HTTPSonly
69000,rapgenius.com,HTTPSonly
70000,pg21.ru,HTTPSonly
71000,awsdns-cn-38.com,neither
72000,okusurinavi.shop,HTTPSonly
73000,nyugat.hu,both
74000,moya-semya.ru,HTTPonly
75000,ilimnet.ru,HTTPSonly
76000,academie-francaise.fr,HTTPSonly
77000,mandy.com,HTTPSonly
78000,beetux.com,HTTPSonly
79000,laredoute.it,HTTPSonly
80000,mobileverso.com.br,HTTPSonly
81000,moneta.cz,HTTPSonly
82000,bitrix24site.ru,HTTPSonly
83000,xnxx123.net,HTTPSonly
84000,cyberresilience.io,HTTPSonly
85000,neko-hentai.net,HTTPSonly
86000,misterrunning.com,HTTPSonly
87000,indianxxxbf.com,HTTPSonly
88000,podari-zhizn.ru,HTTPSonly
89000,spectr-sb116.ru,both
90000,only-znakomstva.com,neither
91000,gamewatcher.com,HTTPSonly
92000,gerberchildrenswear.com,HTTPSonly
93000,ipasgo.go.gov.br,HTTPSonly
94000,uberlandia.mg.gov.br,neither
95000,delhihighcourt.nic.in,neither
96000,scaledagile.com,HTTPSonly
97000,theacademicpapers.co.uk,HTTPSonly
98000,charmfling.com,HTTPSonly
99000,pskw.com,neither
100000,bluesip.net,HTTPSonly
101000,qubic.li,both
102000,iress.co.uk,HTTPSonly
103000,corp.life,HTTPSonly
104000,omp.ru,HTTPSonly
105000,kitakyushu.lg.jp,neither
106000,gnpge.com,neither
107000,onerpm.com,HTTPSonly
108000,hagel-shop.de,HTTPSonly
109000,hp-mns.com,HTTPSonly
110000,turismoroma.it,HTTPSonly
111000,eoi.es,HTTPSonly
112000,oh100.com,HTTPSonly
113000,searchy.biz,both
114000,dzrt.com,HTTPSonly
115000,loose-gene.com,HTTPSonly
116000,optasports.com,neither
117000,hookupguru.com,HTTPSonly
118000,cccd.edu,HTTPSonly
119000,ridicdn.net,neither
120000,pibig.info,HTTPSonly
121000,xvidiu.pro,HTTPSonly
122000,saga.lg.jp,neither
123000,rastrnet.ru,both
124000,wikijm.com,HTTPSonly
125000,rmu.edu,HTTPSonly
126000,budgetyourtrip.com,HTTPSonly
127000,duoprime.xyz,neither
128000,thecloudwebsiteserver.com,neither
129000,staffordshire.gov.uk,HTTPSonly
130000,blossoms.com,HTTPSonly
131000,onlinetopchoice.com,HTTPSonly
132000,korrelate.net,neither
133000,snblymm.com,neither
134000,3sktr.vip,HTTPSonly
135000,pandi.or.id,HTTPSonly
136000,lottovip2023.com,HTTPSonly
137000,uwtsd.ac.uk,HTTPSonly
138000,ligatotomega.com,HTTPSonly
139000,improd.top,neither
140000,monster-it.net,HTTPSonly
141000,sunriseseniorliving.com,HTTPSonly
142000,gruv.com,HTTPSonly
143000,basicincome.org,HTTPSonly
144000,miinps.com,both
145000,idc.ac.il,HTTPSonly
146000,fishpond.com.au,HTTPSonly
147000,gflex.nl,HTTPSonly
148000,cancercouncil.com.au,HTTPSonly
149000,mazucdn.com,both
150000,r34porn.net,HTTPSonly
151000,elevationchurch.org,HTTPSonly
152000,dermaniaplus.com,both
153000,nea.org.np,HTTPSonly
154000,nimiq.agency,HTTPSonly
155000,e-kamone.com,neither
156000,jetfilm.cam,both
157000,telekom-mms.com,HTTPSonly
158000,ishigaki.co.jp,HTTPSonly
159000,moola.market,HTTPSonly
160000,akson.ru,HTTPSonly
161000,stats-tracker.net,both
162000,ylmmuy.com,neither
163000,pierreherme.com,HTTPSonly
164000,mostbethu.net,HTTPSonly
165000,spears.top,HTTPonly
166000,frenet.com.br,HTTPSonly
167000,hindiyoupornx.com,HTTPSonly
168000,wiz.money,HTTPSonly
169000,motivtelecom.ru,HTTPSonly
170000,goodao.net,both
171000,redeunna.com.br,HTTPSonly
172000,climatepolicyinitiative.org,HTTPSonly
173000,loket.nl,HTTPSonly
174000,add123.com,HTTPSonly
175000,caci.dz,HTTPSonly
176000,airdesign.in,neither
177000,innodata-isogen.com,neither
178000,deeprootedstranded.com,HTTPSonly
179000,xn--m7r726cwtj.cn,neither
180000,thefancy.com,both
181000,egitana.pt,HTTPSonly
182000,fauna-flora.org,HTTPSonly
183000,indahonline.com,HTTPSonly
184000,poconomountains.com,HTTPSonly
185000,publinet.it,neither
186000,socaseiras.com.br,HTTPSonly
187000,razyboard.com,HTTPonly
188000,kenhvn2.com,HTTPonly
189000,unboxdiaries.com,HTTPSonly
190000,arto-usolie.ru,HTTPSonly
191000,nodestake.top,HTTPSonly
192000,darklite.ru,HTTPSonly
193000,nicesrv.de,HTTPonly
194000,verben10.com,HTTPSonly
195000,hope.ac.uk,neither
196000,jade-hs.de,HTTPSonly
197000,gountung88d.xyz,HTTPSonly
198000,govzw.com,HTTPSonly
199000,picsrv.net,HTTPSonly
200000,dianxiatrads.com,HTTPSonly
201000,wigmore-hall.org.uk,HTTPSonly
202000,sunstar.com,HTTPSonly
203000,simplelogin.io,HTTPSonly
204000,din-server.dk,HTTPSonly
205000,rtbuzz.net,neither
206000,align.com,neither
207000,koizumi-onlineshop.jp,HTTPSonly
208000,fut.uz,both
209000,lnfcu.com,HTTPSonly
210000,nbb-cdn.de,neither
211000,klassekampen.no,HTTPSonly
212000,catalogos365.com,HTTPSonly
213000,usabilityhub.com,HTTPSonly
214000,betclic.bj,HTTPSonly
215000,mammyup.com,neither
216000,w2bet.net,HTTPSonly
217000,farestart.org,HTTPSonly
218000,tol.it,HTTPSonly
219000,cxalloy.com,HTTPSonly
